Age,Gender,MaritalStatus,EducationLevel,EducationBackground,JobRole,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TotalWorkExperienceInYears,ExperienceYearsInCurrentRole,PerformanceRating,PerformanceResult
Main labor group,Male,Divorced,4,Medical,Sales Executive,2,3,1,9,1,3,Meet Expectation
Main labor group,Male,Divorced,4,Medical,Sales Executive,1,4,4,13,7,2,Needs Improvement
Main labor group,Female,Divorced,4,Medical,Developer,1,3,2,6,3,3,Meet Expectation
Main labor group,Male,Married,3,Marketing,Sales Executive,4,3,2,17,0,3,Meet Expectation
Middle-aged labor group,Female,Married,4,Life Sciences,Developer,3,2,3,10,2,3,Meet Expectation
Middle-aged labor group,Male,Divorced,4,Other,Developer,2,3,2,21,0,3,Meet Expectation
Main labor group,Female,Single,1,Life Sciences,Developer,3,4,2,8,0,3,Meet Expectation
Middle-aged labor group,Male,Divorced,5,Medical,Senior Developer,4,2,3,10,7,3,Meet Expectation
Middle-aged labor group,Female,Married,4,Life Sciences,Senior Developer,4,1,1,21,2,3,Meet Expectation
Middle-aged labor group,Female,Single,4,Life Sciences,Human Resources,1,2,4,10,2,3,Meet Expectation
Main labor group,Female,Divorced,3,Technical Degree,Sales Representative,3,4,3,8,2,3,Meet Expectation
Main labor group,Male,Divorced,1,Marketing,Sales Representative,3,2,3,5,3,3,Meet Expectation
Young labor group,Male,Single,1,Technical Degree,Sales Representative,3,3,3,3,2,3,Meet Expectation
Middle-aged labor group,Male,Married,4,Other,Senior Developer,4,1,4,26,2,3,Meet Expectation
Young labor group,Male,Married,1,Medical,Developer,1,4,3,3,2,3,Meet Expectation
Main labor group,Female,Married,4,Life Sciences,Developer,1,4,2,6,4,3,Meet Expectation
Main labor group,Female,Divorced,3,Medical,Developer,3,3,3,1,0,4,Exceed Expectation
Main labor group,Male,Married,5,Life Sciences,Senior Developer,2,4,2,10,9,3,Meet Expectation
Main labor group,Female,Married,3,Life Sciences,Developer,3,3,3,3,2,3,Meet Expectation
Main labor group,Male,Married,3,Other,Developer,3,3,3,10,7,3,Meet Expectation
Main labor group,Female,Married,2,Medical,Sales Executive,2,1,2,6,0,3,Meet Expectation
Main labor group,Male,Single,4,Life Sciences,Senior Developer,2,2,3,17,11,3,Meet Expectation
Old labor group,Male,Married,4,Medical,Human Resources,3,3,4,16,7,3,Meet Expectation
Main labor group,Male,Divorced,2,Medical,Developer,2,3,3,13,2,3,Meet Expectation
Young labor group,Male,Single,1,Medical,Senior Developer,4,4,3,1,0,3,Meet Expectation
Main labor group,Male,Single,3,Life Sciences,Senior Developer,1,1,3,10,8,3,Meet Expectation
Young labor group,Male,Married,3,Medical,Developer,1,1,4,5,2,4,Exceed Expectation
Main labor group,Male,Married,3,Life Sciences,Sales Executive,4,3,3,4,2,4,Exceed Expectation
Main labor group,Female,Single,4,Marketing,Sales Executive,4,1,3,8,7,4,Exceed Expectation
Main labor group,Male,Divorced,4,Life Sciences,Developer,2,4,3,10,7,3,Meet Expectation
Middle-aged labor group,Male,Married,1,Marketing,Sales Executive,2,4,3,12,2,3,Meet Expectation
Main labor group,Female,Divorced,1,Medical,Sales Executive,4,2,3,6,5,4,Exceed Expectation
Main labor group,Male,Single,2,Life Sciences,Senior Developer,4,1,3,4,0,3,Meet Expectation
Middle-aged labor group,Male,Married,1,Medical,Senior Developer,4,3,3,20,8,3,Meet Expectation
Main labor group,Female,Single,3,Medical,Data Scientist,4,2,4,9,7,3,Meet Expectation
Young labor group,Female,Single,2,Life Sciences,Sales Executive,1,1,3,4,2,2,Needs Improvement
